1,3,H,310,0,1-,,6.73,,MEV,6.77e-23,0,N,100,0,,,,,,,= 1,,,,,
1,3,H,2080,0,0-,,8.92,,MEV,5.11e-23,0,N,100,0,,,,,,,= 1,,,,,
1,3,H,2830,0,1-,,12.99,,MEV,3.51e-23,0,N,100,0,,,,,,,= 1,,,,,
2,2,He,20210,0,0+,,0.50,,MEV,9.114e-22,0,P,100,0,,,,,,,= 0,,,,,
2,2,He,21010,0,0-,,0.84,,MEV,5.425e-22,0,P,76,0,N,24,0,,,,= 0,,,,,
2,2,He,21840,0,2-,,2.01,,MEV,2.267e-22,0,P,63,0,N,37,0,,,,= 0,,,,,
2,2,He,23330,0,2-,,5.01,,MEV,9.1e-23,0,P,53,0,N,47,0,,,,= 1,,,,,
2,2,He,23640,0,1-,,6.20,,MEV,7.35e-23,0,P,55,0,N,45,0,IT,,0,= 1,,,,,
2,2,He,24250,0,1-,,6.10,,MEV,7.47e-23,0,P,50,0,N,47,0,D,3,0,= 0,,,,,
2,2,He,25280,0,0-,,7.97,,MEV,5.72e-23,0,P,52,0,N,48,0,,,,= 1,,,,,
2,2,He,25950,0,1-,,12.66,,MEV,3.6e-23,0,P,52,0,N,48,0,IT,,0,= 1,,,,,
2,2,He,27420,0,2+,,8.69,,MEV,5.24e-23,0,D,94,0,P,3,0,N,3,0,= 0,,,,,
2,2,He,28310,0,1+,,9.89,,MEV,4.61e-23,0,P,48,0,N,47,0,D,5,0,= 0,,,,,
2,2,He,28370,0,1-,,3.92,,MEV,1.163e-22,0,D,96,0,P,2,0,N,2,0,= 0,,,,,
2,2,He,28390,0,2-,,8.75,,MEV,5.21e-23,0,D,99.6,0,P,0.2,0,N,0.2,0,= 0,,,,,
2,2,He,28640,0,0-,,4.89,,MEV,9.32e-23,0,D,100,0,,,,,,,= 0,,,,,
2,2,He,28670,0,2+,,3.78,,MEV,1.206e-22,0,D,100,0,IT,,0,,,,= 0,,,,,
2,2,He,29890,0,2+,,9.72,,MEV,4.69e-23,0,D,99.2,0,P,0.4,0,N,0.4,0,= 0,,,,,
2,4,He,1797,25,2+,,113,20,KEV,4e-21,7e-22,A,,0,N,,0,,,,= 1,,,,,
2,5,He,2920,90,(5/2-),,1.99,17,MEV,2.29e-22,1.9562e-23,N,,0,,,,,,,= 3/2,,,,,
2,5,He,5800,300,,,4,1,MEV,1.139e-22,2.85e-23,N,,0,,,,,,,,,,,,
2,6,He,3100,500,2+,,0.6,2,MEV,7.595e-22,2.5317e-22,N,100,0,A,5,0,,,,= 2,,,,,
2,6,He,4360,200,(1-),,1.3,5,MEV,3.505e-22,1.3482e-22,N,100,0,,,,,,,,,,,,
3,1,Li,320,0,1-,,7.35,,MEV,6.2e-23,0,P,100,0,,,,,,,= 1,,,,,
3,1,Li,2080,0,0-,,9.35,,MEV,4.87e-23,0,P,100,0,,,,,,,= 1,,,,,
3,1,Li,2850,0,1-,,13.51,,MEV,3.37e-23,0,P,100,0,,,,,,,= 1,,,,,
3,3,Li,2186,2,3+,,24,2,KEV,1.9e-20,1.6e-21,A,,0,IT,,0,,,,= 0,,,,,
3,3,Li,3562.88,0.1,0+,,8.2,2,EV,5.56e-17,1.36e-18,IT,,0,,,,,,,= 1,,,,,
3,3,Li,4312,22,2+,,1.30,10,MEV,3.505e-22,2.6964e-23,A,,0,IT,,0,,,,= 0,,,,,
3,3,Li,5366,15,2+,,541,20,KEV,8e-22,0,A,,0,P,,0,N,,0,= 1,,,,,
3,3,Li,5650,50,1+,,1.5,2,MEV,3.038e-22,4.051e-23,A,,0,,,,,,,= 0,,,,,
3,3,Li,15800,0,3+,,17.8,8,MEV,2.56e-23,1.15e-24,A,,0,,,,,,,= 0,,,,,
3,3,Li,17985,25,2-,,3.012,7,MEV,1.513e-22,3.516e-25,3H,,0,IT,,0,,,,= 1,,,,,
3,3,Li,21500,0,0-,,,,,,,3H,,0,,,,,,,= 1,,,,,
3,3,Li,23000,2000,4+,,12.,2,MEV,3.8e-23,6.3e-24,A,,0,,,,,,,= 0,,,,,
3,3,Li,24779,54,3-,,6.75,11,MEV,6.75e-23,1.1e-24,3H,,0,N,,0,IT,,0,= 1,,,,,
3,3,Li,24890,55,4-,,5.32,11,MEV,8.57e-23,1.771e-24,3H,,0,IT,,0,N,,0,= 1,,,,,
3,3,Li,26590,65,2-,,8.68,13,MEV,5.25e-23,7.86e-25,A,,0,3H,,0,N,,0,= 1,,,,,
3,3,Li,31000,0,(3+),,,,,,,A,,0,3H,,0,,,,,,,,,
3,4,Li,4630,9,7/2-,,93,8,KEV,4.9e-21,4e-22,A,,0,3H,,0,,,,= 1/2,,,,,
3,4,Li,6680,50,5/2-,,0.88,+20-10,MEV,5.178e-22,5.615526802218114,A,,0,3H,,0,,,,= 1/2,,,,,
3,4,Li,7459.5,1,5/2-,,89,7,KEV,5.1e-21,4e-22,A,,0,3H,,0,N,,0,= 1/2,,,,,
3,4,Li,9670,100,7/2-,AP,400,,KEV,1.1e-21,,N,,0,A,,0,3H,,0,= 1/2,,,,,
3,4,Li,9850,0,3/2-,AP,1200,,KEV,4e-22,,A,,0,N,,0,,,,= 1/2,,,,,
3,4,Li,11240,30,3/2-,,260,35,KEV,1.8e-21,2e-22,P,,0,N,,0,,,,= 3/2,,,,,
3,4,Li,13700,0,,AP,500,,KEV,9e-22,,N,,0,,,,,,,,,,,,
3,4,Li,14700,0,,AP,700,,KEV,7e-22,,N,,0,,,,,,,,,,,,
3,5,Li,980.8,0.1,1+,,8.2,23,FS,0.0000000000000082,0.0000000000000023,IT,100,0,,,,,,,= 1,,,,,
3,5,Li,2255,3,3+,,32.3,57,KEV,1.41e-20,2.49e-21,N,100,0,IT,0.00021,0.0001,,,,= 1,,,,,
3,5,Li,3210,0,1+,AP,1000,,KEV,5e-22,,N,100,0,,,,,,,= 1,,,,,
3,5,Li,5400,0,1+,AP,650,,KEV,7e-22,,N,100,0,,,,,,,= 1,,,,,
3,5,Li,6100,100,(3),AP,1000,,KEV,5e-22,,N,100,0,,,,,,,= 1,,,,,
3,5,Li,6530,20,4+,,35,15,KEV,1.3e-20,5.6e-21,N,100,0,,,,,,,= 1,,,,,
3,5,Li,7100,100,,AP,400,,KEV,1.1e-21,,N,100,0,,,,,,,,,,,,
3,5,Li,9000,0,,AP,6000,,KEV,1e-22,,N,,0,,,,,,,,,,,,
3,5,Li,9670,-1,1+,AP,1000,,KEV,5e-22,,3H,,0,N,,0,,,,,,,,,
3,6,Li,2691,5,(1/2-),,,,,,,IT,100,0,,,,,,,,,,,,
3,6,Li,4301,12,,,88,25,KEV,5.2e-21,1.5e-21,N,100,0,,,,,,,,,,,,
3,6,Li,16000,100,,LT,100,,KEV,4.6e-21,,P,100,0,,,,,,,= 5/2,,,,,
3,6,Li,17100,200,,,0.8,3,MEV,5.696e-22,2.1361e-22,P,100,0,,,,,,,= 5/2,,,,,
3,6,Li,18900,100,,,0.24,10,MEV,1.8988e-21,7.91146e-22,P,100,0,,,,,,,= 5/2,,,,,
4,2,Be,1670,50,(2)+,,1.16,6,MEV,3.928e-22,2.032e-23,A,,0,P,,0,,,,= 1,,,,,
4,2,Be,23000,0,4-,,,,,,,3HE,,0,IT,,0,,,,,,,,,
4,2,Be,26000,0,2-,,,,,,,3HE,,0,,,,,,,,,,,,
4,2,Be,27000,0,3-,,,,,,,3HE,,0,,,,,,,,,,,,
4,3,Be,4570,50,7/2-,,175,7,KEV,2.6e-21,1e-22,A,,0,3HE,,0,,,,= 1/2,,,,,
4,3,Be,6730,100,5/2-,,1.2,,MEV,3.798e-22,0,A,,0,3HE,,0,,,,= 1/2,,,,,
4,3,Be,7210,60,5/2-,,0.40,5,MEV,1.1393e-21,1.42406e-22,A,,0,3HE,,0,P,,0,= 1/2,,,,,
4,3,Be,9270,100,7/2-,,,,,,,A,,0,3HE,,0,P,,0,= 1/2,,,,,
4,3,Be,9900,0,3/2-,AP,1.8,,MEV,2.532e-22,,A,,0,3HE,,0,P,,0,= 1/2,,,,,
4,3,Be,11010,30,3/2-,,320,30,KEV,1.4e-21,1e-22,A,,0,3HE,,0,P,,0,= 3/2,,,,,
4,3,Be,17000,0,1/2-,AP,6.5,,MEV,7.01e-23,,3HE,,0,,,,,,,= 1/2,,,,,
4,4,Be,3030,10,2+,,1513,15,KEV,3e-22,0,A,100,0,,,,,,,= 0,,,,,
4,4,Be,11350,150,4+,AP,3.5,,MEV,1.302e-22,,A,100,0,,,,,,,= 0,,,,,
4,4,Be,16626,3,2+,,108.1,5,KEV,4.2e-21,2e-23,A,100,0,IT,0.00265,0,,,,= 0&1,,,,,
4,4,Be,16922,3,2+,,74.0,4,KEV,6.2e-21,3e-23,A,100,0,IT,0.00389,0,,,,= 0&1,,,,,
4,4,Be,17640,1,1+,,10.7,5,KEV,4.26e-20,1.99e-21,P,99.8,0,IT,0.204,0,,,,= 1,,,,,
4,4,Be,18150,4,1+,,138,6,KEV,3.3e-21,1e-22,P,100,0,IT,0.0046,0,,,,= 0,,,,,
4,4,Be,18910,0,2-,,122,,KEV,3.7e-21,0,IT,0.00022,0,P,,0,N,,0,,,,,,
4,4,Be,19069,10,3+,,271,15,KEV,1.7e-21,1e-22,P,100,0,IT,0.00387,0,,,,= 1,,,,,
4,4,Be,19235,10,3+,,227,16,KEV,2e-21,1e-22,P,50,0,N,50,0,,,,= 0,,,,,
4,4,Be,19400,0,1-,AP,645,,KEV,7e-22,,P,,0,N,,0,,,,,,,,,
4,4,Be,19860,50,4+,,0.7,1,MEV,6.51e-22,9.3e-23,A,70,0,P,30,0,,,,= 0,,,,,
4,4,Be,20100,0,2+,,880,20,KEV,5e-22,0,A,,0,P,,0,N,,0,= 0,,,,,
